,Avg_check,Avg_check_new,Avg_check_rep,Total_sales,Total_sales_rep_share,Unique_card,Unique_card_rep_share,Visits,Visits_rep_share
0,136.24792231650775,140.2330428192497,132.829514058183,1557450.0,52.47680503386947,5279,48.55086190566395,11432,53.82260321903429
